💕公告提醒,#genre#
山西卫视,http://221.196.136.66:1/udp/225.1.1.50:5002
陕西卫视,http://221.196.136.66:1/udp/225.1.1.41:5002
四川卫视,http://221.196.136.66:1/udp/225.1.1.123:5002
西藏卫视,http://221.196.136.66:1/udp/225.1.1.51:5002
新疆卫视,http://221.196.136.66:1/udp/225.1.1.35:5002
兵团卫视,http://221.196.136.66:1/udp/225.1.1.57:5002
广西卫视,http://221.196.136.66:1/udp/225.1.2.81:5002
云南卫视,http://221.196.136.66:1/udp/225.1.1.61:5002
重庆卫视,http://221.196.136.66:1/udp/225.1.1.155:5002
河北卫视,http://221.196.136.66:1/udp/225.1.2.27:5002
保定卫视,http://221.196.136.66:1/udp/225.1.1.83:5002
山东教育卫视,http://221.196.136.66:1/udp/225.1.2.118:5002
河东卫视,http://221.196.136.66:1/udp/225.1.2.2:5002
河西卫视,http://221.196.136.66:1/udp/225.1.2.4:5002
蓟州卫视,http://221.196.136.66:1/udp/225.1.1.82:5002
静海卫视,http://221.196.136.66:1/udp/225.1.1.110:5002
4K私享家,http://221.196.136.66:1/udp/225.1.1.156:5002
4K影视,http://221.196.136.66:1/udp/225.1.2.190:5002
CETV早期教育,http://221.196.136.66:1/udp/225.1.2.207:5002
CGTN,http://221.196.136.66:1/udp/225.1.1.27:5002
CGTN纪录,http://221.196.136.66:1/udp/225.1.1.55:5002
CHC动作电影,http://221.196.136.66:1/udp/225.1.1.215:5002
CHC高清电影,http://221.196.136.66:1/udp/225.1.1.214:5002
CHC家庭影院,http://221.196.136.66:1/udp/225.1.1.213:5002
FTV足球,http://221.196.136.66:1/udp/225.1.2.83:5002
GTV网络棋牌,http://221.196.136.66:1/udp/225.1.1.217:5002
GTV游戏竞技,http://221.196.136.66:1/udp/225.1.1.222:5002
财富天下,http://221.196.136.66:1/udp/225.1.2.198:5002
茶频道,http://221.196.136.66:1/udp/225.1.2.19:5002
车迷频道,http://221.196.136.66:1/udp/225.1.2.199:5002
东方财*,http://221.196.136.66:1/udp/225.1.1.247:5002
东方购物,http://221.196.136.66:1/udp/225.1.1.223:5002
动漫秀场,http://221.196.136.66:1/udp/225.1.1.134:5002
都市剧场,http://221.196.136.66:1/udp/225.1.1.146:5002
法制天地,http://221.196.136.66:1/udp/225.1.1.237:5002
风尚购物,http://221.196.136.66:1/udp/225.1.2.204:5002
风尚生活,http://221.196.136.66:1/udp/225.1.2.58:5002
哈哈炫动,http://221.196.136.66:1/udp/225.1.1.62:5002
好享购物,http://221.196.136.66:1/udp/225.1.1.224:5002
欢乐动漫,http://221.196.136.66:1/udp/225.1.1.132:5002
欢笑剧场4K,http://221.196.136.66:1/udp/225.1.1.139:5002
环球旅游,http://221.196.136.66:1/udp/225.1.2.200:5002
环球奇观,http://221.196.136.66:1/udp/225.1.1.197:5002
极速汽车,http://221.196.136.66:1/udp/225.1.1.141:5002
纪实人文,http://221.196.136.66:1/udp/225.1.2.25:5002
家家购物,http://221.196.136.66:1/udp/225.1.1.227:5002
家庭理*,http://221.196.136.66:1/udp/225.1.2.23:5002
家有购物,http://221.196.136.66:1/udp/225.1.1.226:5002
金色学堂,http://221.196.136.66:1/udp/225.1.1.236:5002
金鹰纪实,http://221.196.136.66:1/udp/225.1.1.124:5002
金鹰卡通,http://221.196.136.66:1/udp/225.1.2.236:5002
靓妆,http://221.196.136.66:1/udp/225.1.1.200:5002
聚鲨环球精选,http://221.196.136.66:1/udp/225.1.1.102:5002
卡酷少儿,http://221.196.136.66:1/udp/225.1.1.58:5002
快乐垂钓,http://221.196.136.66:1/udp/225.1.1.92:5002
快乐生活,http://221.196.136.66:1/udp/225.1.2.24:5002
乐游,http://221.196.136.66:1/udp/225.1.1.145:5002
梨园频道,http://221.196.136.66:1/udp/225.1.2.104:5002
每日影院,http://221.196.136.66:1/udp/225.1.2.57:5002
魅力足球,http://221.196.136.66:1/udp/225.1.1.137:5002
汽摩,http://221.196.136.66:1/udp/225.1.1.205:5002
三角英语,http://221.196.136.66:1/udp/225.1.2.182:5002
生活时尚,http://221.196.136.66:1/udp/225.1.1.143:5002
生态环境,http://221.196.136.66:1/udp/225.1.2.201:5002
书法,http://221.196.136.66:1/udp/225.1.2.22:5002
四海钓鱼,http://221.196.136.66:1/udp/225.1.2.202:5002
陶瓷,http://221.196.136.66:1/udp/225.1.1.153:5002
文物宝库,http://221.196.136.66:1/udp/225.1.2.105:5002
武术世界,http://221.196.136.66:1/udp/225.1.2.129:5002
先锋乒羽,http://221.196.136.66:1/udp/225.1.1.219:5002
新动漫,http://221.196.136.66:1/udp/225.1.1.216:5002
新影老故事,http://221.196.136.66:1/udp/225.1.1.188:5002
新影中学生,http://221.196.136.66:1/udp/225.1.1.193:5002
幸福彩,http://221.196.136.66:1/udp/225.1.1.152:5002
幸福剧场,http://221.196.136.66:1/udp/225.1.2.59:5002
幸福娱乐,http://221.196.136.66:1/udp/225.1.2.60:5002
央广购物,http://221.196.136.66:1/udp/225.1.1.65:5002
湖北购物,http://221.196.136.66:1/udp/225.1.2.183:5002
优购物,http://221.196.136.66:1/udp/225.1.1.225:5002
优优宝贝,http://221.196.136.66:1/udp/225.1.2.203:5002
游戏风云,http://221.196.136.66:1/udp/225.1.1.135:5002
悦美生活,http://221.196.136.66:1/udp/225.1.2.55:5002
中国天气,http://221.196.136.66:1/udp/225.1.2.119:5002
中华特产,http://221.196.136.66:1/udp/225.1.2.197:5002
中视购物,http://221.196.136.66:1/udp/225.1.2.85:5002

CCTV1,http://121.24.98.154:8090/hls/9/index.m3u8
CCTV2,http://121.24.98.154:8090/hls/10/index.m3u8
CCTV3,http://121.24.98.154:8090/hls/11/index.m3u8
CCTV4,http://121.24.98.154:8090/hls/12/index.m3u8
CCTV5,http://121.24.98.154:8090/hls/13/index.m3u8
CCTV6,http://121.24.98.154:8090/hls/14/index.m3u8
CCTV17,http://121.24.98.154:8090/hls/15/index.m3u8
CCTV8,http://121.24.98.154:8090/hls/16/index.m3u8
CCTV9,http://121.24.98.154:8090/hls/17/index.m3u8
CCTV10,http://121.24.98.154:8090/hls/18/index.m3u8
CCTV11,http://121.24.98.154:8090/hls/19/index.m3u8
CCTV12,http://121.24.98.154:8090/hls/20/index.m3u8
CCTV13,http://121.24.98.154:8090/hls/21/index.m3u8
CCTV14,http://121.24.98.154:8090/hls/22/index.m3u8
CCTV15,http://121.24.98.154:8090/hls/23/index.m3u8
CCTV中学生,http://121.24.98.154:8090/hls/24/index.m3u8
河北卫视,http://121.24.98.154:8090/hls/25/index.m3u8
河北生活,http://121.24.98.154:8090/hls/26/index.m3u8
河北农民,http://121.24.98.154:8090/hls/27/index.m3u8
河北都市,http://121.24.98.154:8090/hls/28/index.m3u8
河北影视,http://121.24.98.154:8090/hls/29/index.m3u8
河北少儿科教,http://121.24.98.154:8090/hls/30/index.m3u8
河北公共,http://121.24.98.154:8090/hls/31/index.m3u8
北京卫视,http://121.24.98.154:8090/hls/32/index.m3u8
天津卫视,http://121.24.98.154:8090/hls/33/index.m3u8
河南卫视,http://121.24.98.154:8090/hls/34/index.m3u8
山西卫视,http://121.24.98.154:8090/hls/35/index.m3u8
东南卫视,http://121.24.98.154:8090/hls/36/index.m3u8
吉林卫视,http://121.24.98.154:8090/hls/37/index.m3u8
江苏卫视,http://121.24.98.154:8090/hls/38/index.m3u8
山东卫视,http://121.24.98.154:8090/hls/39/index.m3u8
贵州卫视,http://121.24.98.154:8090/hls/40/index.m3u8
云南卫视,http://121.24.98.154:8090/hls/41/index.m3u8
黑龙江卫视,http://121.24.98.154:8090/hls/42/index.m3u8
内蒙古卫视,http://121.24.98.154:8090/hls/43/index.m3u8
河北收视指南,http://121.24.98.154:8090/hls/44/index.m3u8
梨园频道,http://121.24.98.154:8090/hls/45/index.m3u8
文物宝库,http://121.24.98.154:8090/hls/47/index.m3u8
宁夏卫视,http://121.24.98.154:8090/hls/49/index.m3u8
青海卫视,http://121.24.98.154:8090/hls/51/index.m3u8
旅游卫视,http://121.24.98.154:8090/hls/52/index.m3u8
兵团卫视,http://121.24.98.154:8090/hls/54/index.m3u8
江西卫视,http://121.24.98.154:8090/hls/55/index.m3u8
湖南卫视,http://121.24.98.154:8090/hls/56/index.m3u8
湖北卫视,http://121.24.98.154:8090/hls/57/index.m3u8
四川卫视,http://121.24.98.154:8090/hls/58/index.m3u8
辽宁卫视,http://121.24.98.154:8090/hls/59/index.m3u8
河北杂技,http://121.24.98.154:8090/hls/60/index.m3u8
新疆卫视,http://121.24.98.154:8090/hls/61/index.m3u8
永年新闻综合,http://121.24.98.154:8090/hls/62/index.m3u8
健康频道,http://121.24.98.154:8090/hls/63/index.m3u8
永年民生,http://121.24.98.154:8090/hls/64/index.m3u8
永年影视,http://121.24.98.154:8090/hls/65/index.m3u8
陶瓷,http://121.24.98.154:8090/hls/66/index.m3u8
CETV1,http://121.24.98.154:8090/hls/67/index.m3u8
西藏卫视,http://121.24.98.154:8090/hls/68/index.m3u8
三佳购物,http://121.24.98.154:8090/hls/69/index.m3u8
凤凰资讯,http://121.24.98.154:8090/hls/70/index.m3u8
金鹰卡通,http://121.24.98.154:8090/hls/72/index.m3u8
中华美食,http://121.24.98.154:8090/hls/73/index.m3u8
游戏竞技,http://121.24.98.154:8090/hls/74/index.m3u8
中国交通,http://121.24.98.154:8090/hls/76/index.m3u8
上海东方,http://121.24.98.154:8090/hls/77/index.m3u8
重庆卫视,http://121.24.98.154:8090/hls/78/index.m3u8
浙江卫视,http://121.24.98.154:8090/hls/79/index.m3u8
海南旅游,http://121.24.98.154:8090/hls/80/index.m3u8
安徽卫视,http://121.24.98.154:8090/hls/81/index.m3u8
广东卫视,http://121.24.98.154:8090/hls/82/index.m3u8
卡酷动画,http://121.24.98.154:8090/hls/83/index.m3u8
深圳卫视,http://121.24.98.154:8090/hls/84/index.m3u8
广西卫视,http://121.24.98.154:8090/hls/85/index.m3u8
陕西卫视,http://121.24.98.154:8090/hls/86/index.m3u8
邯郸新闻频道,http://121.24.98.154:8090/hls/87/index.m3u8
邯郸公共,http://121.24.98.154:8090/hls/88/index.m3u8
邯郸科教,http://121.24.98.154:8090/hls/89/index.m3u8
动作电影,http://121.24.98.154:8090/hls/98/index.m3u8
CCTV5+,http://121.24.98.154:8090/hls/5/index.m3u8
电影频道,http://121.24.98.154:8090/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_dongzuodianying_1080p_t10/c16_lb_dongzuodianying_1080p_t10.m3u8
欢乐剧场,http://121.24.98.154:8090/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_xijudianying_1080p_t10/c16_lb_xijudianying_1080p_t10.m3u8
经典港片,http://121.24.98.154:8090/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_jingdianguangpian_1080p_t10/c15_lb_jingdianguangpian_1080p_t10.m3u8
动画电影,http://121.24.98.154:8090/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_donghuadianying_1080p_t10/c16_lb_donghuadianying_1080p_t10.m3u8
华语院线,http://121.24.98.154:8090/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_huayuyuanxian_1080p_t10/c16_lb_huayuyuanxian_1080p_t10.m3u8
周末影院,http://121.24.98.154:8090/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_fengxiaogang_1080p_t10/c16_lb_fengxiaogang_1080p_t10.m3u8
谍战剧场,http://121.24.98.154:8090/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_diezhanjuchang_1080p_t10/c16_lb_diezhanjuchang_1080p_t10.m3u8
军旅剧场,http://121.24.98.154:8090/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_junlvjuchang_1080p_t10/c16_lb_junlvjuchang_1080p_t10.m3u8
青春剧场,http://121.24.98.154:8090/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_weizhangzhe_1080p_t10/c15_lb_weizhangzhe_1080p_t10.m3u8
宫廷正剧,http://121.24.98.154:8090/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_niandaijuchang_1080p_t10/c15_lb_niandaijuchang_1080p_t10.m3u8
抗战剧场,http://121.24.98.154:8090/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_kangzhanjuchang_1080p_t10/c15_lb_kangzhanjuchang_1080p_t10.m3u8
历史秘闻,http://121.24.98.154:8090/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_lishimiwen_1080p_t10/c15_lb_lishimiwen_1080p_t10.m3u8
军事观察,http://121.24.98.154:8090/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_junshinew_1080p_t10/c16_lb_junshinew_1080p_t10.m3u8
童年经典,http://121.24.98.154:8090/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_balalaxiaomoxian_1080p_t10/c15_lb_balalaxiaomoxian_1080p_t10.m3u8
儿童乐园,http://121.24.98.154:8090/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_dongmantiandi_1080p_t10/c15_lb_dongmantiandi_1080p_t10.m3u8
亲子启蒙,http://121.24.98.154:8090/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_qinziqimeng_1080p_t10/c16_lb_qinziqimeng_1080p_t10.m3u8
相声小品,http://121.24.98.154:8090/hls/101/index.m3u8
魅力时尚,http://121.24.98.154:8090/hls/102/index.m3u8
经典电影,http://121.24.98.154:8090/hls/103/index.m3u8
热播剧场,http://121.24.98.154:8090/hls/104/index.m3u8
少儿动画,http://121.24.98.154:8090/hls/105/index.m3u8
野外,http://121.24.98.154:8090/hls/106/index.m3u8
谍战剧场,http://121.24.98.154:8090/hls/107/index.m3u8
纪实人文,http://121.24.98.154:8090/hls/108/index.m3u8

💕咪咕体育,#genre#
咪咕直播-1,http://111.13.111.242/000000001000/3000000001000005308/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-2,http://111.13.111.242/000000001000/3000000001000005969/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-3,http://111.13.111.242/000000001000/3000000001000007218/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-4,http://111.13.111.242/000000001000/3000000001000008001/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-5,http://111.13.111.242/000000001000/3000000001000008176/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-6,http://111.13.111.242/000000001000/3000000001000008379/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-7,http://111.13.111.242/000000001000/3000000001000010129/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-8,http://111.13.111.242/000000001000/3000000001000010948/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-9,http://111.13.111.242/000000001000/3000000001000026778/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-10,http://111.13.111.242/000000001000/3000000001000028638/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-11,http://111.13.111.242/000000001000/3000000001000031494/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-12,http://111.13.111.242/000000001000/3000000010000000097/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-13,http://111.13.111.242/000000001000/3000000010000002019/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-14,http://111.13.111.242/000000001000/3000000010000002032/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-15,http://111.13.111.242/000000001000/3000000010000002809/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-16,http://111.13.111.242/000000001000/3000000010000003915/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-17,http://111.13.111.242/000000001000/3000000010000004193/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-18,http://111.13.111.242/000000001000/3000000010000004464/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-19,http://111.13.111.242/000000001000/3000000010000005837/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-20,http://111.13.111.242/000000001000/3000000010000006077/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-21,http://111.13.111.242/000000001000/3000000010000006658/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-22,http://111.13.111.242/000000001000/3000000010000006944/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-23,http://111.13.111.242/000000001000/3000000010000007692/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-24,http://111.13.111.242/000000001000/3000000010000009788/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-25,http://111.13.111.242/000000001000/3000000010000010833/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-26,http://111.13.111.242/000000001000/3000000010000011112/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-27,http://111.13.111.242/000000001000/3000000010000011297/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-28,http://111.13.111.242/000000001000/3000000010000011518/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-29,http://111.13.111.242/000000001000/3000000010000011763/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-30,http://111.13.111.242/000000001000/3000000010000011873/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-31,http://111.13.111.242/000000001000/3000000010000012398/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-32,http://111.13.111.242/000000001000/3000000010000012450/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-33,http://111.13.111.242/000000001000/3000000010000012558/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-34,http://111.13.111.242/000000001000/3000000010000012616/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-35,http://111.13.111.242/000000001000/3000000010000015470/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-36,http://111.13.111.242/000000001000/3000000010000015560/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-37,http://111.13.111.242/000000001000/3000000010000017389/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-38,http://111.13.111.242/000000001000/3000000010000017678/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-39,http://111.13.111.242/000000001000/3000000010000017997/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-40,http://111.13.111.242/000000001000/3000000010000019380/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-41,http://111.13.111.242/000000001000/3000000010000019839/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-42,http://111.13.111.242/000000001000/3000000010000020168/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-43,http://111.13.111.242/000000001000/3000000010000021904/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-44,http://111.13.111.242/000000001000/3000000010000023434/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-45,http://111.13.111.242/000000001000/3000000010000024205/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-46,http://111.13.111.242/000000001000/3000000010000024691/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-47,http://111.13.111.242/000000001000/3000000010000025380/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-48,http://111.13.111.242/000000001000/3000000010000025943/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-49,http://111.13.111.242/000000001000/3000000010000027318/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-50,http://111.13.111.242/000000001000/3000000010000027638/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-51,http://111.13.111.242/000000001000/3000000010000027691/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-52,http://111.13.111.242/000000001000/3000000010000031669/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-53,http://111.13.111.242/000000001000/3000000010000032106/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-1-4K,http://111.13.111.242/000000001000/3000000010000005180/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-2-4K,http://111.13.111.242/000000001000/3000000010000015686/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=



💕卫视频道,#genre#
安徽卫视,http://202.100.46.58:9901/tsfile/live/1028_1.m3u8
安徽卫视,http://219.147.200.9:18080/newlive/live/hls/43/live.m3u8
安徽卫视,http://111.61.236.247:9081/hls/27/index.m3u8
安徽卫视,http://59.173.243.210:9901/tsfile/live/1025_1.m3u8
安徽卫视,http://220.249.114.102:9901/tsfile/live/0130_1.m3u8
北京卫视,http://202.100.46.58:9901/tsfile/live/1022_1.m3u8
北京卫视,http://123.166.61.70:8003/hls/56/index.m3u8
北京卫视,http://111.61.236.247:9081/hls/28/index.m3u8
北京卫视,http://123.129.70.178:9901/tsfile/live/0122_1.m3u8
北京卫视,http://60.255.240.247:8090/live/bjwsH265_4000.m3u8
兵团卫视,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022606701/timeshift.m3u8?delay=0&cdn=5202
东方卫视,http://42.48.50.232:9002/tsfile/live/0107_2.m3u8
东方卫视,http://vod.hnqczh.cn:808/hls/23/index.m3u8
东方卫视,http://113.140.86.162:8009/hls/31/index.m3u8
东方卫视,http://59.173.243.210:9901/tsfile/live/1039_1.m3u8
东方卫视,http://220.249.114.102:9901/tsfile/live/0107_1.m3u8
东南卫视,http://202.100.46.58:9901/tsfile/live/1031_1.m3u8
东南卫视,http://221.0.78.198:1681/hls/10240/index.m3u8
东南卫视,http://42.48.50.232:9002/tsfile/live/0137_1.m3u8
东南卫视,http://59.173.243.210:9901/tsfile/live/1033_1.m3u8
东南卫视,http://119.36.148.115:59901/tsfile/live/0137_1.m3u8
甘肃卫视,http://202.100.46.58:9901/tsfile/live/1035_1.m3u8
甘肃卫视,http://61.173.144.157:9901/tsfile/live/0113_1.m3u8
甘肃卫视,http://117.27.190.42:9998/tsfile/live/23277_1.m3u8
甘肃卫视,http://220.249.114.102:9901/tsfile/live/0141_1.m3u8
甘肃卫视,http://39.98.201.151:9090/udp/225.1.8.162:8188
广东卫视,http://202.100.46.58:9901/tsfile/live/1023_1.m3u8
广东卫视,http://123.129.70.178:9901/tsfile/live/0125_1.m3u8
广东卫视,http://218.76.32.193:9901/tsfile/live/0107_1.m3u8
广东卫视,http://183.94.146.109:2222/tsfile/live/1004_1.m3u8
广东卫视,http://59.173.243.210:9901/tsfile/live/1017_1.m3u8
广西卫视,http://110.53.52.63:8888/newlive/live/hls/25/live.m3u8
广西卫视,http://116.9.204.242:9901/tsfile/live/0113_1.m3u8
广西卫视,http://113.57.93.165:9900/tsfile/live/1004_1.m3u8
广西卫视,http://171.213.129.142:5555/udp/239.93.42.46:5140
广西卫视,http://59.173.183.242:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://221.0.78.198:1681/hls/10249/index.m3u8
贵州卫视,http://202.100.46.58:9901/tsfile/live/1034_1.m3u8
贵州卫视,http://42.48.50.232:9002/tsfile/live/0120_1.m3u8
贵州卫视,http://220.249.114.102:9901/tsfile/live/0120_1.m3u8
贵州卫视,http://119.36.148.115:59901/tsfile/live/0120_1.m3u8
海南卫视,http://58.48.37.158:1111/tsfile/live/1007_1.m3u8
海南卫视,http://59.173.243.210:9901/tsfile/live/1040_1.m3u8
海南卫视,http://119.36.148.115:59901/tsfile/live/1008_1.m3u8
海南卫视,http://58.216.229.130:9901/tsfile/live/0120_2.m3u8
海南卫视,http://220.249.114.102:9901/tsfile/live/1019_1.m3u8
海峡卫视,http://117.27.190.42:9998/tsfile/live/23283_1.m3u8
海峡卫视,http://r.jdshipin.com/WtYt3
河北卫视,http://61.136.172.236:9901/tsfile/live/0117_1.m3u8
河北卫视,http://39.98.201.151:9090/udp/225.1.8.76:8002
河北卫视,http://116.231.168.117:4022/udp/239.45.1.44:5140
河北卫视,http://59.173.183.242:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://59.173.183.242:9901/tsfile/live/0107_2.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://221.0.78.198:1681/hls/10259/index.m3u8
河南卫视,http://59.173.243.210:9901/tsfile/live/1035_1.m3u8
河南卫视,http://202.100.46.58:9901/tsfile/live/1032_1.m3u8
河南卫视,http://vod.hnqczh.cn:808/hls/42/index.m3u8
河南卫视,http://124.231.215.134:9999/tsfile/live/0139_1.m3u8
湖北卫视,http://202.100.46.58:9901/tsfile/live/1025_1.m3u8
湖北卫视,http://221.0.78.198:1681/hls/10229/index.m3u8
湖北卫视,http://111.61.236.247:9081/hls/39/index.m3u8
湖北卫视,http://119.36.148.115:59901/tsfile/live/0132_1.m3u8
湖北卫视,http://60.255.240.247:8090/live/hbwsH265_4000.m3u8
湖南卫视,http://112.46.85.60:8009/hls/32/index.m3u8
湖南卫视,http://111.61.236.247:9081/hls/24/index.m3u8
湖南卫视,http://61.136.67.238:50085/tsfile/live/0128_1.m3u8
湖南卫视,http://222.241.154.37:9901/tsfile/live/23019_1.m3u8
湖南卫视,http://123.129.70.178:9901/tsfile/live/0128_1.m3u8
吉林卫视,http://110.53.52.63:8888/newlive/live/hls/34/live.m3u8
吉林卫视,http://60.255.240.247:8090/live/jlwsH265_4000.m3u8
吉林卫视,http://117.27.190.42:9998/tsfile/live/23258_1.m3u8
吉林卫视,http://59.173.243.210:9901/tsfile/live/0116_1.m3u8
吉林卫视,http://218.13.170.98:9901/tsfile/live/1018_1.m3u8
江苏卫视,http://112.46.85.60:8009/hls/33/index.m3u8
江苏卫视,http://202.100.46.58:9901/tsfile/live/1020_1.m3u8
江苏卫视,http://111.61.236.247:9081/hls/26/index.m3u8
江苏卫视,http://61.136.172.236:9901/tsfile/live/0127_1.m3u8
江苏卫视,http://59.173.243.210:9901/tsfile/live/1023_1.m3u8
江西卫视,http://119.36.148.115:59901/tsfile/live/0138_1.m3u8
江西卫视,http://121.33.239.242:9901/tsfile/live/0138_1.m3u8
江西卫视,http://58.17.48.228:808/hls/17/index.m3u8
江西卫视,http://220.249.114.102:9901/tsfile/live/0138_1.m3u8
江西卫视,http://202.100.46.58:9901/tsfile/live/1033_1.m3u8
辽宁卫视,http://202.100.46.58:9901/tsfile/live/1037_1.m3u8
辽宁卫视,http://42.48.50.232:9002/tsfile/live/0121_1.m3u8
