

🏆央卫频道,#genre#
峡谷2025(HD中字),https://yzzy21.playback-speed.com/20250215/41573_46581845/index.m3u8
插翅难飞2025(HD中字),https://yzzy21.playback-speed.com/20250215/41574_a860a1a7/index.m3u8
创伤2017(HD中字),https://yzzy21.playback-speed.com/20250215/41581_84a40022/index.m3u8
飓风奇劫2018(HD中字),https://yzzy.play-cdn2.com/20220326/2115_aee03e89/index.m3u8
飓风奇劫2018(HD国语),https://yzzy21.playback-speed.com/20250214/41564_e299779f/index.m3u8
超级飓风2024(HD中字),https://yzzy21.playback-speed.com/20250214/41568_f73d6a8c/index.m3u8
谍徒迷局2025(HD国语),https://yzzy21.playback-speed.com/20250214/41572_aa087b92/index.m3u8
赤裸复仇1985(HD中字),https://yzzy21.playback-speed.com/20250213/41552_20e085e9/index.m3u8
天虎突击队2025(HD国语),https://yzzy21.playback-speed.com/20250213/41560_f50bba86/index.m3u8
毕加索机关1988(HD中字),https://yzzy21.playback-speed.com/20250212/41539_5cd9555b/index.m3u8
蛇蝎美人心1993(HD中字),https://yzzy21.playback-speed.com/20250212/41536_0f44ea3a/index.m3u8
执法女先锋21994(HD中字),https://yzzy21.playback-speed.com/20250212/41534_b04c9da9/index.m3u8
青蛇缘起2025(HD国语),https://yzzy21.playback-speed.com/20250212/41540_af5341aa/index.m3u8
大官小官2024(HD中字),https://svip.high24-playback.com/20250211/18426_18763821/index.m3u8
古惑仔3之只手遮天1996(HD国语版),https://yzzy.play-cdn17.com/20230820/16595_19ad0c55/index.m3u8
古惑仔3之只手遮天1996(HD粤语),https://svip.high25-playback.com/20250211/19486_5af80c90/index.m3u8
古惑仔2之猛龙过江1996(HD国语),https://svip.high1-playback.com/20231002/1590_b4c75b5f/index.m3u8
古惑仔2之猛龙过江1996(HD粤语),https://svip.yyzy-play.vip/20250211/23250_826d9d4a/index.m3u8
古惑仔之人在江湖1996(HD国语),https://svip.high1-playback.com/20231002/1587_193a7d9b/index.m3u8
古惑仔之人在江湖1996(HD粤语),https://svip.yyzy-play.vip/20250211/23249_1dff005c/index.m3u8
血腥玛罗琳2002(HD中字),https://yzzy21.playback-speed.com/20250210/41517_b198a7eb/index.m3u8
引以为戒22024(HD中字),https://yzzy21.playback-speed.com/20250210/41514_22c648c4/index.m3u8
云杜娘1984(HD中字),https://yzzy21.playback-speed.com/20250210/41509_90a1dc3d/index.m3u8
改日再战2025(HD中字),https://yzzy21.playback-speed.com/20250209/41495_95e51df0/index.m3u8
规则改变者2025(HD中字),https://yzzy21.playback-speed.com/20250208/41475_5d6bc435/index.m3u8
幽灵警官2024(HD中字),https://yzzy21.playback-speed.com/20250207/41455_4f77bf1b/index.m3u8
塞古罗港使命2025(HD中字),https://yzzy21.playback-speed.com/20250206/41429_593df022/index.m3u8
真假学园0木更津乱斗篇2015(HD中字),https://svip.yyzy-play.vip/20250206/22737_f68ff090/index.m3u8
黑手党战争2024(HD中字),https://yzzy21.playback-speed.com/20250204/41399_6dc4cc90/index.m3u8
剃光头2010(HD中字),https://yzzy21.playback-speed.com/20250204/41391_59002e2c/index.m3u8
老男孩2013(HD中字),https://svip.high24-playback.com/20250202/17477_4d074bcf/index.m3u8
家园2024(HD中字),https://yzzy21.playback-speed.com/20250201/41357_cf96d755/index.m3u8
谍与蝶2025(HD国语),https://yzzy21.playback-speed.com/20250201/41359_69c4664c/index.m3u8
无间猎冰2025(HD国语),https://yzzy21.playback-speed.com/20250201/41360_7e022cff/index.m3u8
追龙番外篇之廉政大风暴2025(HD国语),https://yzzy21.playback-speed.com/20250131/41344_ba05920e/index.m3u8
封神第二部：战火西岐2025(TS国语),https://yzzy21.playback-speed.com/20250130/41323_559eaec3/index.m3u8
断毒2025(HD国语),https://yzzy21.playback-speed.com/20250130/41322_4fec9138/index.m3u8
大奉打更人之世间无我这般人2025(HD国语),https://yzzy21.playback-speed.com/20250129/41311_72e78399/index.m3u8
木乃伊狂鲨2024(HD中字),https://yzzy21.playback-speed.com/20250128/41305_68b53bc3/index.m3u8
为了皇帝2014(HD中字),https://yzzy21.playback-speed.com/20250128/41286_cd606d18/index.m3u8
笑傲江湖2025(HD国语),https://yzzy21.playback-speed.com/20250128/41290_ccea048a/index.m3u8
笑傲江湖2025(HD粤语),https://yzzy21.playback-speed.com/20250128/41289_e5c6cce8/index.m3u8
邪恶的剖析2015(HD中字),https://yzzy21.playback-speed.com/20250127/41271_370de574/index.m3u8
黑白潜行22025(HD粤语),https://yzzy21.playback-speed.com/20250125/41247_fb471117/index.m3u8
黑白潜行22025(HD国语),https://yzzy21.playback-speed.com/20250125/41246_aeb457e6/index.m3u8
星际迷航：31区2025(HD中字),https://yzzy21.playback-speed.com/20250124/41235_76e57955/index.m3u8
御用牙1972(HD中字),https://yzzy21.playback-speed.com/20250125/41241_54ed529f/index.m3u8
残阳猎杀2024(HD中字),https://yzzy21.playback-speed.com/20250124/41216_16727ac6/index.m3u8
解放：第二部2024(HD中字),https://yzzy21.playback-speed.com/20250124/41218_b32bc2ec/index.m3u8
堕入深渊2025(HD中字),https://yzzy21.playback-speed.com/20250124/41210_e833a137/index.m3u8
秦岭诡事之守护者2025(HD国语),https://yzzy21.playback-speed.com/20250124/41228_f0d39a77/index.m3u8
海岛巨蟒2025(HD国语),https://yzzy21.playback-speed.com/20250123/41208_7ed3abd4/index.m3u8
狙击精英: 背水一战2025(HD中字),https://yzzy21.playback-speed.com/20250122/41165_867f4e46/index.m3u8
枪支年代1991(HD中字),https://yzzy21.playback-speed.com/20250122/41171_160bf223/index.m3u8
神雕侠侣：问世间2025(HD国语),https://yzzy21.playback-speed.com/20250122/41184_ba277fde/index.m3u8
鬼遮眼2015(HD国语),https://yzzy21.playback-speed.com/20250119/41139_a99a9f03/index.m3u8
帕尔马之心2022(HD中字),https://yzzy21.playback-speed.com/20250118/41134_2db8396c/index.m3u8
速度与激情92021(HD中字),https://yzzy.play-cdn12.com/20221229/12848_19dd3dd1/index.m3u8
速度与激情92021(HD国语),https://svip.yyzy-play.vip/20250119/21453_eb12b2db/index.m3u8
亨利危险 电影版2025(HD中字),https://yzzy21.playback-speed.com/20250118/41114_d44d6a2b/index.m3u8
重返行动2025(HD中字),https://yzzy21.playback-speed.com/20250118/41116_77803fa1/index.m3u8
步枪俱乐部2024(HD中字),https://yzzy21.playback-speed.com/20250118/41119_8fa8a40b/index.m3u8
警报战2025(HD中字),https://yzzy21.playback-speed.com/20250118/41123_5d20c790/index.m3u8
黄沙渡2025(HD国语),https://yzzy21.playback-speed.com/20250118/41125_f3e8c292/index.m3u8
在西部的星空下1938(HD中字),https://yzzy21.playback-speed.com/20250117/41105_ae055120/index.m3u8
荣耀之谁与争锋2025(HD国语),https://yzzy21.playback-speed.com/20250116/41099_c24a30e4/index.m3u8
无迹之人2025(HD中字),https://yzzy21.playback-speed.com/20250116/41093_10dd3984/index.m3u8
普什帕：裁决2024(HD中字),https://yzzy21.playback-speed.com/20250114/41064_1c9de9ac/index.m3u8
钢铁斗士2024(HD中字),https://yzzy21.playback-speed.com/20250114/41071_ec42abc4/index.m3u8
王者天下42024(HD中字),https://yzzy21.playback-speed.com/20250115/41078_38d76e2a/index.m3u8
从邪恶中拯救我2020(HD中字),https://yzzy21.playback-speed.com/20241211/40513_0549bc7b/index.m3u8
荒地之风1936(HD中字),https://yzzy21.playback-speed.com/20250113/41026_7bda8d1d/index.m3u8
星际异形1996(HD中字),https://yzzy21.playback-speed.com/20250110/40971_5d9f554e/index.m3u8
救命行动2025(HD中字),https://yzzy21.playback-speed.com/20250110/40968_03c91454/index.m3u8
护卫者3：决战2025(HD国语),https://yzzy21.playback-speed.com/20250110/40964_667efb72/index.m3u8
精英部队2007(HD中字),https://yzzy21.playback-speed.com/20241230/40853_6257dc97/index.m3u8
精英部队2：大敌当前2010(HD中字),https://yzzy21.playback-speed.com/20241230/40854_bc86d14d/index.m3u8
深入敌后搞搞震21975(HD中字),https://yzzy21.playback-speed.com/20241230/40826_241af5bc/index.m3u8
三剑客2011(HD中字),https://yzzy21.playback-speed.com/20241230/40821_bbd8bb3d/index.m3u8
再造战士4：清算之日2012(HD中字),https://yzzy21.playback-speed.com/20250101/40865_ac87667b/index.m3u8
狮女2023(HD中字),https://yzzy21.playback-speed.com/20250101/40866_7e35b294/index.m3u8
蝙蝠侠1989(HD中字),https://svip.high24-playback.com/20250105/15222_82a3474b/index.m3u8
罪犯斗兽场2022(HD中字),https://yzzy21.playback-speed.com/20250104/40903_701049e9/index.m3u8
黑衣天使2024(HD中字),https://yzzy21.playback-speed.com/20250104/40905_ebc684cb/index.m3u8
怪人2025(HD国语),https://yzzy21.playback-speed.com/20250103/40884_6044d5f0/index.m3u8
魔道天师：幽冥黄泉2025(HD国语),https://yzzy21.playback-speed.com/20250103/40887_06254efe/index.m3u8
指环王：洛汗之战2024(HD中字),https://yzzy21.playback-speed.com/20241228/40778_82818cbb/index.m3u8
缉毒警探1993(HD中字),https://yzzy21.playback-speed.com/20241226/40768_35bbbe01/index.m3u8
猎毒者22024(HD国语),https://yzzy21.playback-speed.com/20241226/40765_08709dd5/index.m3u8
破局2025(HD国语),https://yzzy21.playback-speed.com/20250101/40868_bbb100ab/index.m3u8
老炮敢死队2024(HD国语),https://yzzy21.playback-speed.com/20241231/40859_a875fceb/index.m3u8
异变狼人2024(HD中字),https://yzzy21.playback-speed.com/20241225/40747_9a7ba1e7/index.m3u8
暴走午夜2020(HD中字),https://yzzy21.playback-speed.com/20241225/40746_492f1aae/index.m3u8
命运征服者2024：印度版(HD中字),https://yzzy21.playback-speed.com/20241223/40721_48070299/index.m3u8
乌托邦2024(HD中字),https://yzzy21.playback-speed.com/20241223/40717_94a61d33/index.m3u8
猎毒者2022(HD国语),https://yzzy21.playback-speed.com/20241223/40713_5512393b/index.m3u8
粉碎罪恶2023(HD中字),https://yzzy21.playback-speed.com/20241222/40710_b7d157d6/index.m3u8
心灵致动2024(HD中字),https://yzzy21.playback-speed.com/20241222/40708_c9882219/index.m3u8
复仇女神2024(HD中字),https://yzzy21.playback-speed.com/20241222/40703_cda1559c/index.m3u8
冷雨剑潇潇2024(HD国语),https://yzzy21.playback-speed.com/20241227/40775_1dca1b37/index.m3u8
海盗霸王1945(HD中字),https://yzzy21.playback-speed.com/20241220/40684_98f01586/index.m3u8
吞噬星空剧场版血洛大陆2024(HD国语),https://svip.high25-playback.com/20241208/13880_f6309080/index.m3u8
荡寇滩1972(HD国语),https://yzzy21.playback-speed.com/20241218/40658_18e086a7/index.m3u8
机车杀手1971(HD中字),https://yzzy21.playback-speed.com/20241218/40655_feddab26/index.m3u8
巨猿大战机械猿：新秩序2024(HD中字),https://yzzy21.playback-speed.com/20241217/40634_fe533c10/index.m3u8
紫茉莉2024(HD中字),https://yzzy21.playback-speed.com/20241216/40629_70fd9640/index.m3u8
绣春刀：诛邪2024(HD国语),https://yzzy21.playback-speed.com/20241225/40757_abf192b5/index.m3u8
2024/12/25












█████████████████████████████████████████████
🏆喜剧片场,#genre#
█████████████████████████████████████████████






干脆杀了他算了2025(HD中字),https://cdn.yzzy29-play.com/20250803/477_74071a67/index.m3u8
疯狂的佛牌2025(HD中字),https://cdn.yzzy29-play.com/20250803/476_598b3e71/index.m3u8
地球上的星星2(HD中字)2025,https://cdn.yzzy29-play.com/20250803/474_25ddc0f8/index.m3u8
绑架公司2024(HD中字),https://cdn.yzzy29-play.com/20250803/473_2050e03c/index.m3u8
我的牛津岁月2025(HD中字),https://cdn.yzzy29-play.com/20250802/471_8e6b42f1/index.m3u8
两个女人2025(HD中字),https://cdn.yzzy29-play.com/20250802/467_ab817c93/index.m3u8
2025-08-01 11:00:39
先洗未来钱(HD国语)1994,https://cdn.yzzy29-play.com/20250731/457_42998cf3/index.m3u8
摆渡人2016(HD国语),https://yzzy.play-cdn2.com/20220330/4794_ff62eb5e/index.m3u8
摆渡人2016(HD粤语),https://cdn.yzzy29-play.com/20250730/438_1651cf0d/index.m3u8
浪漫喜剧2010(HD中字),https://cdn.yzzy29-play.com/20250727/425_25b2822c/index.m3u8
高尔夫球也疯狂2(HD中字),https://cdn.yzzy29-play.com/20250726/419_7eacb532/index.m3u8
多幸运遇见你(HD国语),https://cdn.yzzy29-play.com/20250725/418_d1f255a3/index.m3u8
物质主义者(HD中字),https://cdn.yzzy29-play.com/20250725/415_42e7aaa8/index.m3u8
圣克莱尔(HD中字),https://cdn.yzzy29-play.com/20250724/407_f4f6dce2/index.m3u8
冥婚红包(HD中字),https://cdn.yzzy29-play.com/20250724/400_18d80423/index.m3u8
长安的荔枝(TS中字),https://cdn.yzzy29-play.com/20250723/398_b7b16ecf/index.m3u8
这位壮士(HD国语),https://cdn.yzzy29-play.com/20250723/396_f8c1f23d/index.m3u8
脱衣舞娘(HD中字),https://vvip.high26-playback.com/20250722/16285_970e789e/index.m3u8
情窦半开时(HD中字),https://cdn.yzzy27-play.com/20250722/11382_cb3213ad/index.m3u8
爱情使你盲目(HD无字),https://vvip.high26-playback.com/20250722/16282_a99868f5/index.m3u8
新·驯龙高手(HD中字),https://cdn.yzzy29-play.com/20250715/341_3dd48ab3/index.m3u8
一个叫加纳的国家(HD中字),https://cdn.yzzy29-play.com/20250713/331_6da37dd3/index.m3u8
校园犬神2(HD中字),https://cdn.yzzy29-play.com/20250713/330_fe73f687/index.m3u8
鬼妻冢(HD中字),https://cdn.yzzy29-play.com/20250712/318_432aca3a/index.m3u8
梅迪亚度假婚礼团(HD中字),https://cdn.yzzy29-play.com/20250712/320_32072254/index.m3u8
一切都会好的2025(HD中字),https://cdn.yzzy29-play.com/20250712/323_bc6dc48b/index.m3u8
这个高中没有鬼2(HD中字),https://cdn.yzzy29-play.com/20250712/324_f2fc9902/index.m3u8
这个高中没有鬼3(HD中字),https://cdn.yzzy29-play.com/20250712/325_89f0fd5c/index.m3u8
大宝明天见(HD国语),https://cdn.yzzy29-play.com/20250712/313_158f3069/index.m3u8
维拉和其他人的快乐(HD中字),https://cdn.yzzy29-play.com/20250711/299_ef0d3930/index.m3u8
家族游戏2018(HD中字),https://cdn.yzzy29-play.com/20250712/303_11b9842e/index.m3u8
西游之诸神之战(HD国语),https://cdn.yzzy27-play.com/20250712/9721_3d98b79a/index.m3u8
孕期指南(HD中字),https://vvip.high26-playback.com/20250712/14759_adb015f1/index.m3u8
白手公司(HD中字),https://cdn.yzzy29-play.com/20250711/292_17000029/index.m3u8
查理布朗的圣诞节(HD中字),https://cdn.yzzy29-play.com/20250709/283_0f49c89d/index.m3u8
爱情急转弯2000:爱的徒劳(HD中字),https://cdn.yzzy29-play.com/20250709/281_e3796ae8/index.m3u8
爱的初体验(HD中字),https://cdn.yzzy29-play.com/20250709/279_d3957710/index.m3u8
泥岛风波(HD中字),https://cdn.yzzy29-play.com/20250708/272_7a614fd0/index.m3u8
精子总动员(HD中字),https://cdn.yzzy29-play.com/20250708/271_7f100b7b/index.m3u8
皮特斯莫斯之死(HD中字),https://cdn.yzzy29-play.com/20250707/269_06138bc5/index.m3u8
物质主义者(TC中字),https://cdn.yzzy28-play.com/20250708/7575_b56522cb/index.m3u8
我，我自己和虚空(HD中字),https://cdn.yzzy29-play.com/20250706/262_36660e59/index.m3u8
无业游民公寓(HD中字),https://cdn.yzzy29-play.com/20250703/242_e4a6222c/index.m3u8
房子2024(HD中字),https://cdn.yzzy29-play.com/20250703/237_539fd53b/index.m3u8
乌龙绝配(HD中字),https://cdn.yzzy29-play.com/20250703/232_be83ab3e/index.m3u8
暴走英雄(HD国语),https://cdn.yzzy29-play.com/20250702/222_bcbe3365/index.m3u8
丧尸狂潮(HD中字),https://cdn.yzzy29-play.com/20250702/221_060ad924/index.m3u8
冠军2025(HD中字),https://cdn.yzzy29-play.com/20250702/217_63dc7ed1/index.m3u8
与鬼怪们的平静生活(HD中字),https://cdn.yzzy29-play.com/20250701/210_6f3ef77a/index.m3u8
科琳娜(HD中字),https://cdn.yzzy29-play.com/20250701/204_274ad478/index.m3u8
地下忍者2025(HD中字),https://cdn.yzzy29-play.com/20250701/201_757b505c/index.m3u8
笨头牛仔(HD中字),https://cdn.yzzy29-play.com/20250701/198_0e65972d/index.m3u8
快活牛仔(HD中字),https://cdn.yzzy29-play.com/20250629/188_9dcb88e0/index.m3u8
人生开门红(HD国语),https://cdn.yzzy29-play.com/20250627/173_f7e6c855/index.m3u8
邪教成立(HD中字),https://cdn.yzzy29-play.com/20250627/167_5878a7ab/index.m3u8
仲夏夜之梦1968(HD中字),https://cdn.yzzy29-play.com/20250625/162_82aa4b0a/index.m3u8
家庭作业1982(HD中字),https://cdn.yzzy29-play.com/20250625/159_140f6969/index.m3u8
关于约会的一切(HD中字),https://cdn.yzzy29-play.com/20250625/158_06409663/index.m3u8
小镇性狂欢派对指南(HD中字),https://cdn.yzzy29-play.com/20250624/153_b3e3e393/index.m3u8
狂奔埃沙洛(HD中字),https://cdn.yzzy29-play.com/20250623/143_903ce922/index.m3u8
父亲只有一个5(HD中字),https://cdn.yzzy29-play.com/20250621/136_42a0e188/index.m3u8
圣哥传 电影版 ～圣人VS恶魔军团～(HD中字),https://cdn.yzzy29-play.com/20250621/142_a8baa565/index.m3u8
个性导演论(HD中字),https://cdn.yzzy29-play.com/20250621/123_202cb962/index.m3u8
非常交易2025(HD国语),https://cdn.yzzy29-play.com/20250621/131_1afa34a7/index.m3u8
我接了2号线2019(HD中字),https://cdn.yzzy29-play.com/20250619/117_eb160de1/index.m3u8
如何挑选你的第二任丈夫2018(HD中字),https://cdn.yzzy29-play.com/20250619/114_5fd0b37c/index.m3u8
午夜姐妹2024(HD中字),https://cdn.yzzy29-play.com/20250618/109_2723d092/index.m3u8
吉姆的故事2024(HD中字),https://cdn.yzzy29-play.com/20250618/95_812b4ba2/index.m3u8
带着爱去巴塞罗那2025(HD中字),https://cdn.yzzy29-play.com/20250618/93_98dce83d/index.m3u8
不寻常的战场2025(HD中字),https://cdn.yzzy29-play.com/20250616/76_fbd7939d/index.m3u8
父亲只有一个2024(HD中字),https://cdn.yzzy29-play.com/20250616/77_28dd2c79/index.m3u8
体育俱乐部2025(HD中字),https://cdn.yzzy29-play.com/20250615/72_32bb90e8/index.m3u8
衰鬼也入樽1997(HD中字),https://cdn.yzzy29-play.com/20250615/71_e2c420d9/index.m3u8
瓶中信2025(HD中字),https://cdn.yzzy29-play.com/20250615/68_a3f390d8/index.m3u8
挨饿游戏2013(HD中字),https://vvip.high26-playback.com/20250615/10995_3a1f85df/index.m3u8
极道校园2016(HD国语),https://vvip.high26-playback.com/20250615/10923_1e04b969/index.m3u8
沙特奇趣录：小学生大冒险2025(HD中字),https://cdn.yzzy29-play.com/20250613/57_72b32a1f/index.m3u8
即兴卧底2025(HD中字),https://cdn.yzzy29-play.com/20250613/54_a684ecee/index.m3u8
奥斯威尔2022(HD中字),https://cdn.yzzy29-play.com/20250613/52_9a115815/index.m3u8
生活万岁！2025(HD中字),https://cdn.yzzy29-play.com/20250612/47_67c6a1e7/index.m3u8
罗宾汉2025(HD中字),https://cdn.yzzy29-play.com/20250612/45_6c8349cc/index.m3u8
邻人友谊2024(HD中字),https://cdn.yzzy29-play.com/20250612/44_f7177163/index.m3u8
肉丸41992(HD中字),https://cdn.yzzy29-play.com/20250611/36_19ca14e7/index.m3u8
冲·撞2025(HD国语),https://cdn.yzzy29-play.com/20250611/27_02e74f10/index.m3u8
马桶妖怪31991(HD中字),https://cdn.yzzy29-play.com/20250611/22_b6d767d2/index.m3u8
小孩不笨2002(DVD中字上),https://vvip.high26-playback.com/20250610/10617_2a5a0ae9/index.m3u8
小孩不笨2002(DVD中字下),https://vvip.high26-playback.com/20250610/10618_39b1b0fc/index.m3u8
明日匆匆2025(HD中字),https://cdn.yzzy29-play.com/20250608/3_eccbc87e/index.m3u8
风水轮流转2025(HD国语),https://yzzy21.playback-speed.com/20250607/43181_010ed37e/index.m3u8
我和厄尔以及将死的女孩2015(HD中字),https://yzzy21.playback-speed.com/20250605/43162_47a24955/index.m3u8
苍茫的天涯是我的爱2025(HD国语),https://yzzy21.playback-speed.com/20250606/43166_62f4b4e8/index.m3u8
AI拼才会赢2025(HD国语),https://yzzy21.playback-speed.com/20250606/43168_9b46cae1/index.m3u8
一切皆无2017(HD中字),https://yzzy21.playback-speed.com/20250604/43157_93ec172e/index.m3u8
唾弃2025(HD中字),https://yzzy21.playback-speed.com/20250604/43156_df7c8e85/index.m3u8
老人看护2020(HD中字),https://yzzy21.playback-speed.com/20250604/43151_4d30aee4/index.m3u8
迷途新娘2023(HD中字),https://yzzy21.playback-speed.com/20250602/43146_c0e3f3bd/index.m3u8
真爱营业2025(HD国语),https://yzzy21.playback-speed.com/20250530/43116_07a24700/index.m3u8
黄沙漫天2025(HD国语),https://yzzy21.playback-speed.com/20250529/43103_f07ca4ff/index.m3u8
外来媳妇本地郎2004(HD国语),https://cdn.yzzy28-play.com/20250529/1281_d94e18a8/index.m3u8
外来媳妇本地郎2004(HD粤语),https://cdn.yzzy28-play.com/20250529/1282_1cecc7a7/index.m3u8
室井慎次2024(HD中字),https://yzzy21.playback-speed.com/20250527/43093_f1666e7a/index.m3u8
哈啦上路2000(HD中字),https://yzzy21.playback-speed.com/20250525/43073_be8eca38/index.m3u8
储蓄罐2024(HD中字),https://yzzy21.playback-speed.com/20250525/43071_f1031e5f/index.m3u8
去死吧！性感2005(HD中字),https://yzzy21.playback-speed.com/20250524/43065_8f4a2053/index.m3u8
星船1978(HD中字),https://yzzy21.playback-speed.com/20250523/43060_ba07080c/index.m3u8
循环星期一2025(HD中字),https://yzzy21.playback-speed.com/20250523/43056_733e4265/index.m3u8
现出原形2025(HD中字),https://yzzy21.playback-speed.com/20250522/43048_04695364/index.m3u8
早安，露西尔2014(HD中字),https://yzzy21.playback-speed.com/20250521/43037_c88e0ce6/index.m3u8
曼哈顿计划2022(HD中字),https://yzzy21.playback-speed.com/20250521/43032_0a44140f/index.m3u8
科佩尼克上尉1931(HD中字),https://yzzy21.playback-speed.com/20250519/43021_c8dd7f06/index.m3u8
抗体2007(HD中字),https://yzzy21.playback-speed.com/20250519/43025_baead3b2/index.m3u8
美国狂欢2009(HD中字),https://yzzy21.playback-speed.com/20250520/43027_f0924484/index.m3u8
未请自来2024(HD中字),https://yzzy21.playback-speed.com/20250518/43011_183231ae/index.m3u8
黑道兄弟2025(HD中字),https://yzzy21.playback-speed.com/20250518/43014_d87e26a5/index.m3u8
云中之爱2025(HD中字),https://yzzy21.playback-speed.com/20250517/42993_0c49f351/index.m3u8
明星梦1943(HD中字),https://yzzy21.playback-speed.com/20250517/42990_bbbc5abe/index.m3u8
艺妓男孩1958(HD中字),https://yzzy21.playback-speed.com/20250517/42989_50f7de03/index.m3u8
雄起！1983(HD中字),https://yzzy21.playback-speed.com/20250517/42986_45ed3af6/index.m3u8
军中春色1944(HD中字),https://yzzy21.playback-speed.com/20250517/42985_a6caa746/index.m3u8
速度有激情2022(HD中字),https://yzzy21.playback-speed.com/20250516/42978_116650d7/index.m3u8
东四十条2023(HD国语),https://yzzy21.playback-speed.com/20250514/42962_e6b7a46f/index.m3u8
曾经拥有2025(HD中字),https://yzzy21.playback-speed.com/20250514/42963_7319ab82/index.m3u8
喜宴2025(HD中字),https://yzzy21.playback-speed.com/20250514/42965_89922c83/index.m3u8
家庭主妇否定式2017(HD中字),https://yzzy21.playback-speed.com/20250514/42967_e7e527a1/index.m3u8
肮脏的周末2015(HD中字),https://yzzy21.playback-speed.com/20250514/42970_e9dcae4d/index.m3u8
瘦身大作战2018(HD中字),https://yzzy21.playback-speed.com/20250514/42950_4a86eb6a/index.m3u8
我的世界大电影2025(HD粤语),https://yzzy21.playback-speed.com/20250514/42959_60eefdd9/index.m3u8
我的世界大电影2025(HD中字),https://yzzy21.playback-speed.com/20250514/42958_7882b494/index.m3u8
我的世界大电影2025(HD国语),https://yzzy21.playback-speed.com/20250514/42957_10308df8/index.m3u8
加州之王2025(HD中字),https://yzzy21.playback-speed.com/20250512/42946_fe264dde/index.m3u8
关只熊什么事2025(HD中字),https://yzzy21.playback-speed.com/20250512/42944_7f132c59/index.m3u8
我为毛毛虫停车2024(HD中字),https://yzzy21.playback-speed.com/20250512/42942_5738ac78/index.m3u8
那些年，我们一起追的女孩2025(HD中字),https://yzzy21.playback-speed.com/20250512/42928_182225ff/index.m3u8
母爱食堂2025(HD中字),https://yzzy21.playback-speed.com/20250512/42929_bff60417/index.m3u8
69式夏天2025(HD中字),https://yzzy21.playback-speed.com/20250512/42934_cad358ec/index.m3u8
甜蜜20岁2017(HD中字),https://yzzy21.playback-speed.com/20250511/42924_c4c99ae0/index.m3u8
根本停不下来2025(HD国语),https://yzzy21.playback-speed.com/20250511/42920_b88f43b1/index.m3u8
邮差1994(HD中字),https://cdn.yzzy27-play.com/20250511/2809_b4fd1d2c/index.m3u8
窈窕绅士2009(HD国语),https://cdn.yzzy27-play.com/20250510/2784_aeefb050/index.m3u8
瓦利斯岛的歌谣2025(HD中字),https://yzzy21.playback-speed.com/20250509/42904_16b2e31f/index.m3u8
沙漠恶魔2023(HD中字),https://yzzy21.playback-speed.com/20250509/42908_daf62c02/index.m3u8
大型野餐2023(HD中字),https://yzzy21.playback-speed.com/20250507/42896_fb599e88/index.m3u8
移民向前冲22020(HD中字),https://yzzy21.playback-speed.com/20250507/42891_060c36e1/index.m3u8
成年人的友谊2024(HD中字),https://yzzy21.playback-speed.com/20250507/42886_f85e4bf0/index.m3u8
种子2024(HD中字),https://yzzy21.playback-speed.com/20250507/42883_f86a3511/index.m3u8
非常性治疗2023(HD中字),https://yzzy21.playback-speed.com/20250507/42875_740f0ae2/index.m3u8
阳台上的女人们2024(HD中字),https://yzzy21.playback-speed.com/20250505/42868_4d858e04/index.m3u8
兴奋不已2024(HD中字),https://yzzy21.playback-speed.com/20250505/42866_268b33cc/index.m3u8
泣船威利2025(HD中字),https://yzzy21.playback-speed.com/20250505/42856_7290c408/index.m3u8
叛厨风暴2023(HD中字),https://yzzy21.playback-speed.com/20250505/42855_dcb20196/index.m3u8
快乐赢家2024(HD中字),https://yzzy21.playback-speed.com/20250505/42846_0542a734/index.m3u8
惊恐超能力2023(HD中字),https://yzzy21.playback-speed.com/20250505/42841_ddc6dcb6/index.m3u8
导演你有病2024(HD国语),https://yzzy21.playback-speed.com/20250505/42838_55b3c1a8/index.m3u8
半斤百两2025(HD粤语),https://yzzy21.playback-speed.com/20250505/42835_77dd1e39/index.m3u8
Umjolo：无解爱情2025(HD中字),https://yzzy21.playback-speed.com/20250505/42834_7e7bd5a0/index.m3u8
穿越武士2023(HD中字),https://yzzy21.playback-speed.com/20250505/42822_21284d06/index.m3u8
再帮个小忙2025(HD中字),https://yzzy21.playback-speed.com/20250504/42803_e7d5d268/index.m3u8
新圣诞颂歌2022(HD中字),https://yzzy21.playback-speed.com/20250503/42797_0b09c40c/index.m3u8

2025-05-04 16:40:06






█████████████████████████████████████████████
🏆爱情片场,#genre#
█████████████████████████████████████████████

情事五段半(HD国语)2023,https://cdn.yzzy29-play.com/20250802/468_877a9ba7/index.m3u8
初吻2025(HD中字),https://cdn.yzzy29-play.com/20250802/464_f1b6f285/index.m3u8
2025-08-01 19:07:58
盗墓惊魂之锁魂(HD国语)2017,https://cdn.yzzy27-play.com/20250802/12375_2609acba/index.m3u8
紫罗兰永恒花园 剧场版(HD中字)2020,https://cdn.yzzy29-play.com/20250731/459_7fe1f8ab/index.m3u8
朝鲜魔术师2015(HD中字),https://cdn.yzzy29-play.com/20250727/420_b6f0479a/index.m3u8
五朵金花的儿女(DVD国语),https://vvip.high26-playback.com/20250725/16550_043c2a4b/index.m3u8
时间之子(HD国语),https://cdn.yzzy29-play.com/20250724/399_352fe25d/index.m3u8
